"","Code_REGIS","Nom_Partido","CodPartido","Votos"
"1613",1223,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,250
"1614",1223,"PARTIDO LIBERAL COLOMBIANO",1,120
"1615",1223,"PARTIDO NUEVO LIBERALISMO",19,8
"1616",1223,"TARJETONES NO MARCADOS",998,119
"1617",1223,"VOTO EN BLANCO",996,103
"1618",1223,"VOTOS NULOS",997,113
"1619",1226,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,410
"1620",1226,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,58
"1621",1226,"ESTAMOS LISTAS COLOMBIA",1130,18
"1622",1226,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,55
"1623",1226,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,14
"1624",1226,"MOVIMIENTO GENTE NUEVA",1186,7
"1625",1226,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1
"1626",1226,"MOVIMIENTO UNITARIO METAPOLITICO",1039,1
"1627",1226,"PACTO HISTÓRICO",292,242
"1628",1226,"PARTIDO CAMBIO RADICAL",3,49
"1629",1226,"PARTIDO CENTRO DEMOCRÁTICO",11,518
"1630",1226,"PARTIDO COMUNES",13,2
"1631",1226,"PARTIDO CONSERVADOR COLOMBIANO",2,3071
"1632",1226,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,69
"1633",1226,"PARTIDO LIBERAL COLOMBIANO",1,225
"1634",1226,"PARTIDO NUEVO LIBERALISMO",19,16
"1635",1226,"TARJETONES NO MARCADOS",998,239
"1636",1226,"VOTO EN BLANCO",996,133
"1637",1226,"VOTOS NULOS",997,237
"1638",1227,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,30
"1639",1227,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,11
"1640",1227,"ESTAMOS LISTAS COLOMBIA",1130,6
"1641",1227,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,27
"1642",1227,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,7
"1643",1227,"MOVIMIENTO UNITARIO METAPOLITICO",1039,1
"1644",1227,"PACTO HISTÓRICO",292,48
"1645",1227,"PARTIDO CAMBIO RADICAL",3,17
"1646",1227,"PARTIDO CENTRO DEMOCRÁTICO",11,51
"1647",1227,"PARTIDO CONSERVADOR COLOMBIANO",2,1869
"1648",1227,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,47
"1649",1227,"PARTIDO LIBERAL COLOMBIANO",1,102
"1650",1227,"PARTIDO NUEVO LIBERALISMO",19,1
"1651",1227,"TARJETONES NO MARCADOS",998,97
"1652",1227,"VOTO EN BLANCO",996,31
"1653",1227,"VOTOS NULOS",997,98
"1654",1229,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,272
"1655",1229,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,61
"1656",1229,"ESTAMOS LISTAS COLOMBIA",1130,13
"1657",1229,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,63
"1658",1229,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,4
"1659",1229,"MOVIMIENTO GENTE NUEVA",1186,4
"1660",1229,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,3
"1661",1229,"MOVIMIENTO UNITARIO METAPOLITICO",1039,4
"1662",1229,"PACTO HISTÓRICO",292,168
"1663",1229,"PARTIDO CAMBIO RADICAL",3,85
"1664",1229,"PARTIDO CENTRO DEMOCRÁTICO",11,810
"1665",1229,"PARTIDO COMUNES",13,2
"1666",1229,"PARTIDO CONSERVADOR COLOMBIANO",2,206
"1667",1229,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,88
"1668",1229,"PARTIDO LIBERAL COLOMBIANO",1,2467
"1669",1229,"PARTIDO NUEVO LIBERALISMO",19,26
"1670",1229,"TARJETONES NO MARCADOS",998,187
"1671",1229,"VOTO EN BLANCO",996,218
"1672",1229,"VOTOS NULOS",997,194
"1673",1230,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,58
"1674",1230,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,13
"1675",1230,"ESTAMOS LISTAS COLOMBIA",1130,9
"1676",1230,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,15
"1677",1230,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1
"1678",1230,"PACTO HISTÓRICO",292,27
"1679",1230,"PARTIDO CAMBIO RADICAL",3,11
"1680",1230,"PARTIDO CENTRO DEMOCRÁTICO",11,152
"1681",1230,"PARTIDO COMUNES",13,2
"1682",1230,"PARTIDO CONSERVADOR COLOMBIANO",2,482
"1683",1230,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,16
"1684",1230,"PARTIDO LIBERAL COLOMBIANO",1,83
"1685",1230,"PARTIDO NUEVO LIBERALISMO",19,2
"1686",1230,"TARJETONES NO MARCADOS",998,56
"1687",1230,"VOTO EN BLANCO",996,77
"1688",1230,"VOTOS NULOS",997,59
"1689",1231,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,517
"1690",1231,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,117
"1691",1231,"ESTAMOS LISTAS COLOMBIA",1130,28
"1692",1231,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,34
"1693",1231,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,3
"1694",1231,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1
"1695",1231,"MOVIMIENTO UNITARIO METAPOLITICO",1039,3
"1696",1231,"PACTO HISTÓRICO",292,226
"1697",1231,"PARTIDO CAMBIO RADICAL",3,905
"1698",1231,"PARTIDO CENTRO DEMOCRÁTICO",11,1266
"1699",1231,"PARTIDO COMUNES",13,3
"1700",1231,"PARTIDO CONSERVADOR COLOMBIANO",2,528
"1701",1231,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,1323
"1702",1231,"PARTIDO LIBERAL COLOMBIANO",1,3348
"1703",1231,"PARTIDO NUEVO LIBERALISMO",19,13
"1704",1231,"TARJETONES NO MARCADOS",998,363
"1705",1231,"VOTO EN BLANCO",996,92
"1706",1231,"VOTOS NULOS",997,389
"1707",1232,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,315
"1708",1232,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,87
"1709",1232,"ESTAMOS LISTAS COLOMBIA",1130,27
"1710",1232,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,41
"1711",1232,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,2
"1712",1232,"MOVIMIENTO GENTE NUEVA",1186,5
"1713",1232,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,3
"1714",1232,"MOVIMIENTO UNITARIO METAPOLITICO",1039,2
"1715",1232,"PACTO HISTÓRICO",292,192
"1716",1232,"PARTIDO CAMBIO RADICAL",3,253
"1717",1232,"PARTIDO CENTRO DEMOCRÁTICO",11,929
"1718",1232,"PARTIDO COMUNES",13,1
"1719",1232,"PARTIDO CONSERVADOR COLOMBIANO",2,1123
"1720",1232,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,37
"1721",1232,"PARTIDO LIBERAL COLOMBIANO",1,254
"1722",1232,"PARTIDO NUEVO LIBERALISMO",19,18
"1723",1232,"TARJETONES NO MARCADOS",998,273
"1724",1232,"VOTO EN BLANCO",996,227
"1725",1232,"VOTOS NULOS",997,161
"1726",1235,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,925
"1727",1235,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,192
"1728",1235,"ESTAMOS LISTAS COLOMBIA",1130,89
"1729",1235,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,268
"1730",1235,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,13
"1731",1235,"MOVIMIENTO GENTE NUEVA",1186,13
"1732",1235,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,14
"1733",1235,"MOVIMIENTO UNITARIO METAPOLITICO",1039,2
"1734",1235,"PACTO HISTÓRICO",292,390
"1735",1235,"PARTIDO CAMBIO RADICAL",3,283
"1736",1235,"PARTIDO CENTRO DEMOCRÁTICO",11,1213
"1737",1235,"PARTIDO COMUNES",13,5
"1738",1235,"PARTIDO CONSERVADOR COLOMBIANO",2,1767
"1739",1235,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,94
"1740",1235,"PARTIDO LIBERAL COLOMBIANO",1,1485
"1741",1235,"PARTIDO NUEVO LIBERALISMO",19,94
"1742",1235,"TARJETONES NO MARCADOS",998,303
"1743",1235,"VOTO EN BLANCO",996,935
"1744",1235,"VOTOS NULOS",997,662
"1745",1237,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,1104
"1746",1237,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,94
"1747",1237,"ESTAMOS LISTAS COLOMBIA",1130,4
"1748",1237,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,46
"1749",1237,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,6
"1750",1237,"MOVIMIENTO GENTE NUEVA",1186,5
"1751",1237,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,2
"1752",1237,"MOVIMIENTO UNITARIO METAPOLITICO",1039,2
"1753",1237,"PACTO HISTÓRICO",292,269
"1754",1237,"PARTIDO CAMBIO RADICAL",3,136
"1755",1237,"PARTIDO CENTRO DEMOCRÁTICO",11,490
"1756",1237,"PARTIDO COMUNES",13,3
"1757",1237,"PARTIDO CONSERVADOR COLOMBIANO",2,2254
"1758",1237,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,1211
"1759",1237,"PARTIDO LIBERAL COLOMBIANO",1,4022
"1760",1237,"PARTIDO NUEVO LIBERALISMO",19,14
"1761",1237,"TARJETONES NO MARCADOS",998,585
"1762",1237,"VOTO EN BLANCO",996,210
"1763",1237,"VOTOS NULOS",997,363
"1764",1238,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,520
"1765",1238,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,50
"1766",1238,"ESTAMOS LISTAS COLOMBIA",1130,29
"1767",1238,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,108
"1768",1238,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,10
"1769",1238,"MOVIMIENTO GENTE NUEVA",1186,2
"1770",1238,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,2
"1771",1238,"PACTO HISTÓRICO",292,223
"1772",1238,"PARTIDO CAMBIO RADICAL",3,61
"1773",1238,"PARTIDO CENTRO DEMOCRÁTICO",11,1119
"1774",1238,"PARTIDO COMUNES",13,4
"1775",1238,"PARTIDO CONSERVADOR COLOMBIANO",2,1588
"1776",1238,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,177
"1777",1238,"PARTIDO LIBERAL COLOMBIANO",1,278
"1778",1238,"PARTIDO NUEVO LIBERALISMO",19,81
"1779",1238,"TARJETONES NO MARCADOS",998,294
"1780",1238,"VOTO EN BLANCO",996,198
"1781",1238,"VOTOS NULOS",997,228
"1782",1241,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,343
"1783",1241,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,134
"1784",1241,"ESTAMOS LISTAS COLOMBIA",1130,12
"1785",1241,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,55
"1786",1241,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,3
"1787",1241,"MOVIMIENTO GENTE NUEVA",1186,6
"1788",1241,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,6
"1789",1241,"MOVIMIENTO UNITARIO METAPOLITICO",1039,2
"1790",1241,"PACTO HISTÓRICO",292,116
"1791",1241,"PARTIDO CAMBIO RADICAL",3,68
"1792",1241,"PARTIDO CENTRO DEMOCRÁTICO",11,978
"1793",1241,"PARTIDO COMUNES",13,6
"1794",1241,"PARTIDO CONSERVADOR COLOMBIANO",2,2627
"1795",1241,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,94
"1796",1241,"PARTIDO LIBERAL COLOMBIANO",1,324
"1797",1241,"PARTIDO NUEVO LIBERALISMO",19,9
"1798",1241,"TARJETONES NO MARCADOS",998,311
"1799",1241,"VOTO EN BLANCO",996,241
"1800",1241,"VOTOS NULOS",997,292
"1801",1244,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,969
"1802",1244,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,125
"1803",1244,"ESTAMOS LISTAS COLOMBIA",1130,44
"1804",1244,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,126
"1805",1244,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,8
"1806",1244,"MOVIMIENTO GENTE NUEVA",1186,7
"1807",1244,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,6
"1808",1244,"MOVIMIENTO UNITARIO METAPOLITICO",1039,3
"1809",1244,"PACTO HISTÓRICO",292,309
"1810",1244,"PARTIDO CAMBIO RADICAL",3,529
"1811",1244,"PARTIDO CENTRO DEMOCRÁTICO",11,1556
"1812",1244,"PARTIDO COMUNES",13,4
"1813",1244,"PARTIDO CONSERVADOR COLOMBIANO",2,1702
"1814",1244,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,95
"1815",1244,"PARTIDO LIBERAL COLOMBIANO",1,426
"1816",1244,"PARTIDO NUEVO LIBERALISMO",19,37
"1817",1244,"TARJETONES NO MARCADOS",998,427
"1818",1244,"VOTO EN BLANCO",996,453
"1819",1244,"VOTOS NULOS",997,449
"1820",1247,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,1279
"1821",1247,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,278
"1822",1247,"ESTAMOS LISTAS COLOMBIA",1130,35
"1823",1247,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,204
"1824",1247,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,19
"1825",1247,"MOVIMIENTO GENTE NUEVA",1186,16
"1826",1247,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,15
"1827",1247,"MOVIMIENTO UNITARIO METAPOLITICO",1039,12
"1828",1247,"PACTO HISTÓRICO",292,439
"1829",1247,"PARTIDO CAMBIO RADICAL",3,982
"1830",1247,"PARTIDO CENTRO DEMOCRÁTICO",11,553
"1831",1247,"PARTIDO COMUNES",13,8
"1832",1247,"PARTIDO CONSERVADOR COLOMBIANO",2,930
"1833",1247,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,153
"1834",1247,"PARTIDO LIBERAL COLOMBIANO",1,2034
"1835",1247,"PARTIDO NUEVO LIBERALISMO",19,68
"1836",1247,"TARJETONES NO MARCADOS",998,323
"1837",1247,"VOTO EN BLANCO",996,459
"1838",1247,"VOTOS NULOS",997,403
"1839",1250,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,1215
"1840",1250,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,256
"1841",1250,"ESTAMOS LISTAS COLOMBIA",1130,401
"1842",1250,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,294
"1843",1250,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,14
"1844",1250,"MOVIMIENTO GENTE NUEVA",1186,11
"1845",1250,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,13
"1846",1250,"MOVIMIENTO UNITARIO METAPOLITICO",1039,12
"1847",1250,"PACTO HISTÓRICO",292,371
"1848",1250,"PARTIDO CAMBIO RADICAL",3,123
"1849",1250,"PARTIDO CENTRO DEMOCRÁTICO",11,1757
"1850",1250,"PARTIDO COMUNES",13,13
"1851",1250,"PARTIDO CONSERVADOR COLOMBIANO",2,2658
"1852",1250,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,806
"1853",1250,"PARTIDO LIBERAL COLOMBIANO",1,323
"1854",1250,"PARTIDO NUEVO LIBERALISMO",19,114
"1855",1250,"TARJETONES NO MARCADOS",998,667
"1856",1250,"VOTO EN BLANCO",996,1210
"1857",1250,"VOTOS NULOS",997,741
"1858",1253,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,209
"1859",1253,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,28
"1860",1253,"ESTAMOS LISTAS COLOMBIA",1130,31
"1861",1253,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,53
"1862",1253,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,5
"1863",1253,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,2
"1864",1253,"MOVIMIENTO UNITARIO METAPOLITICO",1039,4
"1865",1253,"PACTO HISTÓRICO",292,103
"1866",1253,"PARTIDO CAMBIO RADICAL",3,33
"1867",1253,"PARTIDO CENTRO DEMOCRÁTICO",11,441
"1868",1253,"PARTIDO COMUNES",13,2
"1869",1253,"PARTIDO CONSERVADOR COLOMBIANO",2,1717
"1870",1253,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,640
"1871",1253,"PARTIDO LIBERAL COLOMBIANO",1,217
"1872",1253,"PARTIDO NUEVO LIBERALISMO",19,23
"1873",1253,"TARJETONES NO MARCADOS",998,261
"1874",1253,"VOTO EN BLANCO",996,217
"1875",1253,"VOTOS NULOS",997,271
"1876",1256,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,797
"1877",1256,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,260
"1878",1256,"ESTAMOS LISTAS COLOMBIA",1130,92
"1879",1256,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,380
"1880",1256,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,16
"1881",1256,"MOVIMIENTO GENTE NUEVA",1186,6
"1882",1256,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,22
"1883",1256,"MOVIMIENTO UNITARIO METAPOLITICO",1039,4
"1884",1256,"PACTO HISTÓRICO",292,472
"1885",1256,"PARTIDO CAMBIO RADICAL",3,204
"1886",1256,"PARTIDO CENTRO DEMOCRÁTICO",11,1561
"1887",1256,"PARTIDO COMUNES",13,25
"1888",1256,"PARTIDO CONSERVADOR COLOMBIANO",2,6914
"1889",1256,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,1063
"1890",1256,"PARTIDO LIBERAL COLOMBIANO",1,594
"1891",1256,"PARTIDO NUEVO LIBERALISMO",19,105
"1892",1256,"TARJETONES NO MARCADOS",998,585
"1893",1256,"VOTO EN BLANCO",996,673
"1894",1256,"VOTOS NULOS",997,522
"1895",1259,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,787
"1896",1259,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,225
"1897",1259,"ESTAMOS LISTAS COLOMBIA",1130,28
"1898",1259,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,127
"1899",1259,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,10
"1900",1259,"MOVIMIENTO GENTE NUEVA",1186,11
"1901",1259,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,3
"1902",1259,"MOVIMIENTO UNITARIO METAPOLITICO",1039,5
"1903",1259,"PACTO HISTÓRICO",292,763
"1904",1259,"PARTIDO CAMBIO RADICAL",3,720
"1905",1259,"PARTIDO CENTRO DEMOCRÁTICO",11,238
"1906",1259,"PARTIDO COMUNES",13,11
"1907",1259,"PARTIDO CONSERVADOR COLOMBIANO",2,1020
"1908",1259,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,159
"1909",1259,"PARTIDO LIBERAL COLOMBIANO",1,853
"1910",1259,"PARTIDO NUEVO LIBERALISMO",19,60
"1911",1259,"TARJETONES NO MARCADOS",998,300
"1912",1259,"VOTO EN BLANCO",996,574
"1913",1259,"VOTOS NULOS",997,277
"1914",1262,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,507
"1915",1262,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,87
"1916",1262,"ESTAMOS LISTAS COLOMBIA",1130,74
"1917",1262,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,147
"1918",1262,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,15
"1919",1262,"MOVIMIENTO GENTE NUEVA",1186,7
"1920",1262,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,402
"1921",1262,"MOVIMIENTO UNITARIO METAPOLITICO",1039,4
"1922",1262,"PACTO HISTÓRICO",292,348
"1923",1262,"PARTIDO CAMBIO RADICAL",3,178
"1924",1262,"PARTIDO CENTRO DEMOCRÁTICO",11,3775
"1925",1262,"PARTIDO COMUNES",13,13
"1926",1262,"PARTIDO CONSERVADOR COLOMBIANO",2,1884
"1927",1262,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,298
"1928",1262,"PARTIDO LIBERAL COLOMBIANO",1,290
"1929",1262,"PARTIDO NUEVO LIBERALISMO",19,67
"1930",1262,"TARJETONES NO MARCADOS",998,605
"1931",1262,"VOTO EN BLANCO",996,701
"1932",1262,"VOTOS NULOS",997,636
"1933",1265,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,1259
"1934",1265,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,136
"1935",1265,"ESTAMOS LISTAS COLOMBIA",1130,6
"1936",1265,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,78
"1937",1265,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,7
"1938",1265,"MOVIMIENTO GENTE NUEVA",1186,1
"1939",1265,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,4
"1940",1265,"MOVIMIENTO UNITARIO METAPOLITICO",1039,3
"1941",1265,"PACTO HISTÓRICO",292,229
"1942",1265,"PARTIDO CAMBIO RADICAL",3,108
"1943",1265,"PARTIDO CENTRO DEMOCRÁTICO",11,1044
"1944",1265,"PARTIDO COMUNES",13,1
"1945",1265,"PARTIDO CONSERVADOR COLOMBIANO",2,412
"1946",1265,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,358
"1947",1265,"PARTIDO LIBERAL COLOMBIANO",1,1179
"1948",1265,"PARTIDO NUEVO LIBERALISMO",19,20
"1949",1265,"TARJETONES NO MARCADOS",998,200
"1950",1265,"VOTO EN BLANCO",996,170
"1951",1265,"VOTOS NULOS",997,256
"1952",1268,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,381
"1953",1268,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,65
"1954",1268,"ESTAMOS LISTAS COLOMBIA",1130,37
"1955",1268,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,82
"1956",1268,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,19
"1957",1268,"MOVIMIENTO GENTE NUEVA",1186,1
"1958",1268,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,4
"1959",1268,"MOVIMIENTO UNITARIO METAPOLITICO",1039,16
"1960",1268,"PACTO HISTÓRICO",292,253
"1961",1268,"PARTIDO CAMBIO RADICAL",3,101
"1962",1268,"PARTIDO CENTRO DEMOCRÁTICO",11,265
"1963",1268,"PARTIDO COMUNES",13,5
"1964",1268,"PARTIDO CONSERVADOR COLOMBIANO",2,4003
"1965",1268,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,35
"1966",1268,"PARTIDO LIBERAL COLOMBIANO",1,256
"1967",1268,"PARTIDO NUEVO LIBERALISMO",19,20
"1968",1268,"TARJETONES NO MARCADOS",998,263
"1969",1268,"VOTO EN BLANCO",996,182
"1970",1268,"VOTOS NULOS",997,178
"1971",1270,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,423
"1972",1270,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,71
"1973",1270,"ESTAMOS LISTAS COLOMBIA",1130,23
"1974",1270,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,32
"1975",1270,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,6
"1976",1270,"MOVIMIENTO GENTE NUEVA",1186,2
"1977",1270,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1
"1978",1270,"MOVIMIENTO UNITARIO METAPOLITICO",1039,1
"1979",1270,"PACTO HISTÓRICO",292,249
"1980",1270,"PARTIDO CAMBIO RADICAL",3,157
"1981",1270,"PARTIDO CENTRO DEMOCRÁTICO",11,181
"1982",1270,"PARTIDO COMUNES",13,20
"1983",1270,"PARTIDO CONSERVADOR COLOMBIANO",2,2156
"1984",1270,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,182
"1985",1270,"PARTIDO LIBERAL COLOMBIANO",1,1994
"1986",1270,"PARTIDO NUEVO LIBERALISMO",19,16
"1987",1270,"TARJETONES NO MARCADOS",998,335
"1988",1270,"VOTO EN BLANCO",996,135
"1989",1270,"VOTOS NULOS",997,264
"1990",1271,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,78
"1991",1271,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,34
"1992",1271,"ESTAMOS LISTAS COLOMBIA",1130,8
"1993",1271,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,16
"1994",1271,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,1
"1995",1271,"MOVIMIENTO GENTE NUEVA",1186,2
"1996",1271,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,2
"1997",1271,"PACTO HISTÓRICO",292,23
"1998",1271,"PARTIDO CAMBIO RADICAL",3,241
"1999",1271,"PARTIDO CENTRO DEMOCRÁTICO",11,123
"2000",1271,"PARTIDO CONSERVADOR COLOMBIANO",2,652
"2001",1271,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,221
"2002",1271,"PARTIDO LIBERAL COLOMBIANO",1,715
"2003",1271,"PARTIDO NUEVO LIBERALISMO",19,3
"2004",1271,"TARJETONES NO MARCADOS",998,128
"2005",1271,"VOTO EN BLANCO",996,60
"2006",1271,"VOTOS NULOS",997,97
"2007",1274,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,138
"2008",1274,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,29
